n, insertion_cmp, insertion_swaps, insertion_time, selection_cmp, selection_swaps, selection_time, merge_cmp, merge_swaps, merge_time, quick_cmp, quick_swaps, quick_time 
1, 0, 0, 12, 0, 0, 4, 0, 0, 2, 0, 0, 2
2, 1, 0, 7, 1, 0, 5, 1, 0, 6, 2, 2, 14
3, 3, 1, 8, 3, 1, 6, 2, 0, 10, 7, 2, 17
4, 4, 1, 13, 6, 1, 11, 5, 0, 16, 10, 4, 25
5, 8, 4, 20, 10, 2, 15, 8, 0, 17, 19, 6, 30
6, 11, 6, 22, 15, 2, 18, 10, 0, 16, 28, 9, 33
7, 16, 10, 22, 21, 4, 16, 13, 0, 19, 34, 11, 37
8, 20, 13, 22, 28, 5, 19, 16, 0, 22, 37, 11, 38
9, 26, 18, 31, 36, 6, 27, 19, 0, 24, 45, 13, 46
10, 28, 19, 32, 45, 7, 57, 25, 0, 28, 48, 16, 54
11, 30, 20, 38, 55, 8, 33, 27, 0, 35, 56, 18, 60
12, 33, 22, 43, 66, 8, 35, 28, 0, 32, 63, 18, 53
13, 34, 22, 35, 78, 8, 33, 32, 0, 33, 74, 18, 53
14, 42, 29, 48, 91, 9, 39, 38, 0, 37, 86, 22, 67
15, 51, 37, 51, 105, 11, 41, 42, 0, 39, 98, 25, 70
16, 62, 47, 68, 120, 13, 53, 46, 0, 48, 97, 24, 75
17, 78, 62, 78, 136, 12, 57, 51, 0, 51, 115, 29, 170
18, 91, 74, 100, 153, 16, 77, 53, 0, 59, 114, 30, 141
19, 96, 78, 99, 171, 16, 70, 59, 0, 56, 128, 34, 98
20, 110, 91, 200, 190, 17, 77, 66, 0, 60, 134, 36, 94
21, 128, 108, 119, 210, 18, 76, 72, 0, 60, 159, 39, 169
22, 131, 110, 175, 231, 18, 84, 75, 0, 69, 166, 37, 123
23, 132, 110, 131, 253, 18, 97, 76, 0, 70, 172, 38, 129
24, 154, 131, 155, 276, 19, 103, 80, 0, 71, 180, 39, 122
25, 176, 152, 197, 300, 16, 110, 84, 0, 75, 183, 41, 127
26, 189, 164, 174, 325, 20, 109, 92, 0, 76, 222, 50, 139
27, 213, 187, 192, 351, 21, 119, 95, 0, 78, 212, 50, 135
28, 235, 208, 214, 378, 24, 124, 104, 0, 80, 222, 50, 135
29, 250, 222, 226, 406, 26, 133, 108, 0, 82, 243, 54, 147
30, 266, 237, 239, 435, 27, 141, 113, 0, 85, 245, 57, 149
31, 275, 245, 253, 465, 27, 148, 117, 0, 88, 256, 60, 156
32, 286, 255, 262, 496, 29, 157, 120, 0, 91, 263, 61, 157
33, 312, 280, 280, 528, 30, 227, 126, 0, 163, 276, 62, 178
34, 342, 309, 350, 561, 27, 187, 133, 0, 107, 285, 70, 207
35, 373, 339, 365, 595, 31, 203, 136, 0, 114, 298, 69, 197
36, 385, 350, 361, 630, 32, 200, 145, 0, 109, 317, 74, 196
37, 414, 378, 383, 666, 32, 208, 147, 0, 111, 313, 77, 187
38, 437, 400, 403, 703, 32, 225, 152, 0, 114, 326, 81, 200
39, 457, 419, 412, 741, 35, 226, 160, 0, 118, 364, 82, 225
40, 482, 443, 475, 780, 37, 248, 169, 0, 122, 346, 84, 208
41, 513, 473, 473, 820, 37, 254, 175, 0, 124, 362, 81, 211
42, 535, 494, 634, 861, 36, 265, 178, 0, 129, 368, 85, 214
43, 573, 531, 520, 903, 39, 273, 183, 0, 131, 373, 85, 218
44, 580, 537, 648, 946, 39, 366, 193, 0, 136, 415, 85, 233
45, 618, 574, 566, 990, 40, 308, 199, 0, 139, 413, 91, 238
46, 622, 577, 562, 1035, 41, 312, 197, 0, 138, 440, 93, 245
47, 656, 610, 593, 1081, 44, 325, 200, 0, 141, 447, 92, 250
48, 692, 645, 628, 1128, 43, 340, 206, 0, 145, 429, 95, 245
49, 720, 672, 658, 1176, 40, 354, 212, 0, 263, 462, 100, 266
50, 735, 686, 671, 1225, 46, 413, 219, 0, 154, 451, 103, 260
51, 776, 726, 712, 1275, 44, 384, 229, 0, 157, 485, 106, 273
52, 789, 738, 715, 1326, 46, 392, 232, 0, 160, 493, 103, 320
53, 791, 739, 721, 1378, 47, 412, 236, 0, 164, 541, 110, 300
54, 832, 779, 756, 1431, 49, 426, 244, 0, 167, 515, 111, 288
55, 863, 809, 788, 1485, 51, 441, 248, 0, 169, 536, 116, 342
56, 882, 827, 909, 1540, 53, 464, 263, 0, 307, 513, 118, 326
57, 896, 840, 1121, 1596, 54, 523, 267, 0, 271, 526, 122, 332
58, 906, 849, 827, 1653, 55, 497, 267, 0, 185, 555, 135, 445
59, 947, 889, 908, 1711, 57, 506, 280, 0, 188, 569, 131, 324
60, 960, 901, 878, 1770, 57, 520, 287, 0, 196, 582, 133, 333
61, 1020, 961, 939, 1830, 55, 544, 289, 0, 194, 636, 131, 350
62, 1042, 982, 963, 1891, 58, 561, 297, 0, 314, 583, 134, 327
63, 1058, 997, 969, 1953, 59, 622, 303, 0, 206, 606, 134, 344
64, 1060, 998, 974, 2016, 60, 593, 309, 0, 205, 626, 145, 357
65, 1094, 1031, 1063, 2080, 59, 611, 316, 0, 210, 643, 145, 364
66, 1104, 1040, 1016, 2145, 64, 632, 318, 0, 214, 668, 150, 378
67, 1130, 1065, 1035, 2211, 63, 649, 325, 0, 219, 673, 151, 383
68, 1183, 1117, 1080, 2278, 65, 663, 335, 0, 216, 702, 146, 374
69, 1184, 1117, 1290, 2346, 65, 670, 339, 0, 220, 694, 151, 377
70, 1225, 1157, 1273, 2415, 63, 712, 343, 0, 231, 672, 156, 389
71, 1255, 1186, 1320, 2485, 66, 728, 350, 0, 232, 694, 153, 393
72, 1305, 1235, 1339, 2556, 67, 742, 361, 0, 236, 705, 147, 391
73, 1375, 1304, 1270, 2628, 68, 757, 368, 0, 242, 782, 154, 433
74, 1406, 1334, 1261, 2701, 70, 1150, 370, 0, 520, 726, 169, 631
75, 1471, 1398, 1571, 2775, 70, 920, 373, 0, 267, 828, 172, 661
76, 1539, 1465, 1440, 2850, 69, 1023, 382, 0, 253, 758, 173, 429
77, 1570, 1495, 1454, 2926, 73, 856, 390, 0, 261, 810, 177, 453
78, 1608, 1532, 1628, 3003, 70, 876, 397, 0, 261, 806, 172, 449
79, 1650, 1573, 1526, 3081, 77, 1029, 402, 0, 312, 814, 175, 451
80, 1707, 1629, 1573, 3160, 79, 926, 413, 0, 270, 856, 174, 469
81, 1762, 1683, 1888, 3240, 73, 940, 418, 0, 323, 860, 178, 471
82, 1808, 1728, 1778, 3321, 78, 969, 423, 0, 280, 829, 184, 467
83, 1852, 1771, 1711, 3403, 77, 965, 431, 0, 279, 895, 195, 490
84, 1929, 1847, 1781, 3486, 81, 994, 436, 0, 496, 909, 184, 495
85, 1976, 1893, 1831, 3570, 83, 1032, 439, 0, 287, 957, 197, 520
86, 1985, 1901, 1828, 3655, 81, 1145, 452, 0, 381, 980, 189, 527
87, 2065, 1980, 2053, 3741, 84, 1077, 464, 0, 299, 915, 198, 503
88, 2115, 2029, 1949, 3828, 83, 1094, 473, 0, 302, 939, 204, 523
89, 2169, 2082, 2202, 3916, 84, 1555, 477, 0, 338, 930, 202, 584
90, 2223, 2135, 2542, 4005, 89, 1156, 484, 0, 373, 908, 200, 510
91, 2267, 2178, 2349, 4095, 86, 1356, 492, 0, 315, 947, 211, 529
92, 2326, 2236, 2151, 4186, 90, 1354, 487, 0, 315, 1017, 211, 644
93, 2333, 2242, 2165, 4278, 92, 1226, 492, 0, 427, 1110, 206, 778
94, 2426, 2335, 2248, 4371, 91, 1272, 497, 0, 322, 1076, 218, 632
95, 2504, 2412, 2446, 4465, 90, 1523, 504, 0, 329, 1044, 212, 572
96, 2518, 2425, 2471, 4560, 91, 1421, 509, 0, 330, 1013, 214, 562
97, 2576, 2482, 2581, 4656, 92, 1584, 516, 0, 385, 1018, 216, 558
98, 2578, 2483, 2391, 4753, 93, 1352, 524, 0, 339, 1045, 229, 570
99, 2633, 2537, 2540, 4851, 91, 1366, 535, 0, 471, 1070, 229, 588
100, 2660, 2563, 2472, 4950, 95, 1396, 544, 0, 349, 1054, 223, 624
101, 2740, 2642, 2998, 5050, 94, 1605, 550, 0, 566, 1213, 241, 837
102, 2808, 2709, 3205, 5151, 99, 1522, 559, 0, 361, 1082, 238, 599
103, 2812, 2712, 2684, 5253, 100, 1497, 564, 0, 360, 1127, 243, 613
104, 2915, 2815, 3029, 5356, 97, 1521, 574, 0, 369, 1260, 229, 665
105, 2928, 2827, 2877, 5460, 99, 1577, 582, 0, 371, 1191, 241, 636
106, 3010, 2908, 2789, 5565, 100, 1590, 581, 0, 423, 1208, 250, 651
107, 3015, 2912, 3145, 5671, 104, 1607, 585, 0, 375, 1254, 245, 668
108, 3020, 2916, 2810, 5778, 104, 1905, 597, 0, 381, 1276, 247, 674
109, 3115, 3010, 3195, 5886, 102, 1672, 602, 0, 385, 1260, 262, 680
110, 3127, 3021, 3001, 5995, 103, 2022, 606, 0, 525, 1198, 262, 657
111, 3217, 3110, 3004, 6105, 108, 1913, 608, 0, 575, 1251, 255, 675
112, 3246, 3138, 3968, 6216, 106, 2349, 629, 0, 445, 1256, 266, 842
113, 3348, 3239, 3431, 6328, 107, 1818, 637, 0, 400, 1387, 262, 723
114, 3409, 3299, 3509, 6441, 107, 1808, 640, 0, 407, 1274, 273, 687
115, 3513, 3402, 3297, 6555, 106, 1894, 656, 0, 414, 1315, 262, 1042
116, 3566, 3454, 3333, 6670, 108, 1920, 657, 0, 412, 1291, 272, 704
117, 3671, 3558, 3536, 6786, 112, 2075, 664, 0, 416, 1353, 273, 724
118, 3686, 3572, 3565, 6903, 116, 1936, 671, 0, 460, 1316, 267, 704
119, 3738, 3623, 3556, 7021, 115, 2253, 684, 0, 417, 1343, 287, 720
120, 3833, 3717, 3770, 7140, 113, 2027, 686, 0, 429, 1427, 275, 842
121, 3883, 3766, 3604, 7260, 114, 2088, 693, 0, 434, 1450, 284, 767
122, 3908, 3790, 4293, 7381, 116, 2911, 697, 0, 506, 1370, 289, 1046
123, 3915, 3796, 3975, 7503, 116, 2133, 708, 0, 448, 1386, 293, 753
124, 4000, 3880, 3754, 7626, 118, 2128, 713, 0, 448, 1422, 295, 770
125, 4078, 3957, 3830, 7750, 121, 2350, 720, 0, 450, 1334, 293, 724
126, 4130, 4008, 4091, 7875, 120, 2314, 729, 0, 456, 1461, 304, 798
127, 4193, 4070, 3903, 8001, 124, 2402, 734, 0, 457, 1451, 315, 787
128, 4307, 4183, 3966, 8128, 121, 2402, 742, 0, 448, 1557, 299, 801
129, 4385, 4260, 4328, 8256, 124, 2447, 750, 0, 467, 1443, 311, 832
130, 4498, 4372, 4245, 8385, 128, 2430, 752, 0, 474, 1544, 309, 995
131, 4617, 4490, 6133, 8515, 126, 3009, 759, 0, 520, 1574, 309, 934
132, 4729, 4601, 5114, 8646, 127, 2573, 764, 0, 479, 1515, 324, 822
133, 4836, 4707, 4502, 8778, 127, 2655, 774, 0, 483, 1493, 319, 1009
134, 4861, 4731, 4657, 8911, 129, 2520, 778, 0, 492, 1565, 332, 1170
135, 4942, 4811, 5068, 9045, 133, 2550, 790, 0, 497, 1593, 328, 855
136, 5034, 4902, 4889, 9180, 132, 2592, 797, 0, 499, 1622, 332, 911
137, 5153, 5020, 4862, 9316, 134, 3149, 807, 0, 492, 1579, 334, 828
138, 5229, 5095, 5306, 9453, 133, 2659, 814, 0, 508, 1585, 331, 914
139, 5242, 5107, 5710, 9591, 135, 3372, 818, 0, 837, 1659, 345, 1879
140, 5270, 5134, 6619, 9730, 134, 3313, 824, 0, 535, 1654, 333, 917
141, 5352, 5215, 5739, 9870, 137, 3266, 833, 0, 552, 1610, 341, 910
142, 5368, 5230, 5499, 10011, 136, 3654, 838, 0, 545, 1646, 348, 932
143, 5493, 5354, 7086, 10153, 138, 4416, 849, 0, 565, 1707, 354, 1188
144, 5603, 5463, 7542, 10296, 139, 4475, 861, 0, 727, 1739, 338, 1273
145, 5657, 5516, 7704, 10440, 140, 4025, 866, 0, 737, 1806, 357, 1135
146, 5758, 5616, 5870, 10585, 140, 3518, 876, 0, 744, 1731, 353, 1022
147, 5882, 5739, 6039, 10731, 143, 3191, 882, 0, 582, 1713, 360, 970
148, 5954, 5810, 7069, 10878, 142, 3385, 885, 0, 697, 1713, 355, 940
149, 6050, 5905, 6155, 11026, 145, 3586, 893, 0, 629, 1747, 360, 1074
150, 6188, 6042, 6575, 11175, 146, 4040, 894, 0, 620, 1832, 365, 1191
151, 6262, 6115, 6586, 11325, 141, 4625, 901, 0, 689, 1872, 366, 1304
152, 6283, 6135, 6808, 11476, 145, 3605, 911, 0, 609, 1856, 366, 1060
153, 6405, 6256, 6283, 11628, 148, 3619, 921, 0, 571, 1825, 384, 994
154, 6414, 6264, 6162, 11781, 148, 3411, 929, 0, 714, 1896, 390, 1030
155, 6494, 6343, 6317, 11935, 147, 3719, 933, 0, 574, 1804, 377, 969
156, 6619, 6467, 6367, 12090, 151, 3833, 951, 0, 577, 1845, 386, 1022
157, 6657, 6504, 6593, 12246, 154, 3978, 960, 0, 644, 1858, 383, 1174
158, 6661, 6507, 8766, 12403, 155, 4180, 961, 0, 596, 1959, 384, 1038
159, 6779, 6624, 6430, 12561, 156, 3660, 971, 0, 595, 1901, 384, 1122
160, 6813, 6657, 6705, 12720, 153, 3646, 983, 0, 607, 1924, 386, 1268
161, 6903, 6746, 7048, 12880, 152, 3897, 990, 0, 611, 1944, 395, 1042
162, 7023, 6865, 6778, 13041, 157, 3834, 999, 0, 719, 1956, 401, 1096
163, 7090, 6931, 6725, 13203, 155, 3886, 1006, 0, 621, 2084, 395, 1105
164, 7132, 6972, 8543, 13366, 156, 4674, 1009, 0, 640, 2023, 404, 1080
165, 7146, 6985, 6813, 13530, 161, 4021, 1017, 0, 631, 2107, 406, 1104
166, 7155, 6993, 6888, 13695, 161, 4060, 1019, 0, 821, 2257, 393, 1166
167, 7247, 7084, 6949, 13861, 166, 4015, 1029, 0, 637, 2129, 397, 1114
168, 7351, 7187, 7129, 14028, 163, 3940, 1041, 0, 710, 1928, 415, 1644
169, 7474, 7309, 7230, 14196, 165, 4178, 1044, 0, 642, 2115, 430, 1257
170, 7598, 7432, 9309, 14365, 166, 4223, 1052, 0, 942, 2113, 425, 1217
171, 7712, 7545, 8447, 14535, 165, 4317, 1056, 0, 658, 2108, 428, 1125
172, 7883, 7716, 7807, 14706, 168, 4570, 1066, 0, 659, 2364, 418, 1378
173, 7991, 7823, 7702, 14878, 159, 4476, 1077, 0, 665, 2198, 427, 1153
174, 8012, 7843, 7622, 15051, 165, 4304, 1089, 0, 648, 2296, 428, 1420
175, 8098, 7928, 7469, 15225, 172, 6056, 1097, 0, 722, 2366, 436, 1685
176, 8255, 8084, 10706, 15400, 172, 4501, 1117, 0, 699, 2273, 438, 1237
177, 8346, 8174, 8343, 15576, 172, 4396, 1124, 0, 683, 2137, 440, 1349
178, 8435, 8262, 8214, 15753, 176, 4829, 1115, 0, 784, 2321, 447, 1221
179, 8608, 8434, 8401, 15931, 170, 4565, 1130, 0, 744, 2429, 456, 1236
180, 8681, 8506, 8476, 16110, 170, 4746, 1136, 0, 693, 2265, 440, 1288
181, 8809, 8633, 10159, 16290, 177, 5030, 1137, 0, 697, 2230, 453, 1190
182, 8954, 8777, 8436, 16471, 175, 4987, 1159, 0, 686, 2293, 443, 1179
183, 9100, 8922, 8598, 16653, 178, 4837, 1162, 0, 688, 2315, 448, 1193
184, 9137, 8958, 8537, 16836, 176, 5009, 1148, 0, 705, 2353, 475, 1288
185, 9168, 8988, 8966, 17020, 178, 4816, 1158, 0, 689, 2250, 461, 1203
186, 9297, 9116, 9697, 17205, 178, 6182, 1174, 0, 860, 2411, 472, 1632
187, 9474, 9292, 9125, 17391, 182, 5082, 1177, 0, 721, 2444, 479, 1286
188, 9607, 9424, 9787, 17578, 184, 5269, 1177, 0, 765, 2265, 462, 1212
189, 9735, 9551, 9519, 17766, 185, 5129, 1191, 0, 730, 2354, 463, 1248
190, 9785, 9600, 10012, 17955, 184, 5166, 1191, 0, 833, 2370, 475, 1265
191, 9815, 9629, 10656, 18145, 185, 6195, 1202, 0, 928, 2569, 494, 1346
192, 9870, 9683, 9789, 18336, 185, 5488, 1212, 0, 742, 2377, 494, 1269
193, 9912, 9724, 9685, 18528, 190, 5480, 1219, 0, 773, 2388, 498, 1276
194, 10071, 9882, 11673, 18721, 184, 6168, 1222, 0, 879, 2361, 492, 1537
195, 10107, 9917, 10902, 18915, 187, 6860, 1231, 0, 976, 2564, 496, 2088
196, 10211, 10020, 11627, 19110, 188, 6021, 1253, 0, 1088, 2453, 508, 1518
197, 10272, 10080, 11254, 19306, 192, 6359, 1260, 0, 864, 2497, 489, 1493
198, 10343, 10150, 10857, 19503, 192, 5537, 1259, 0, 772, 2591, 519, 1375
199, 10391, 10197, 10210, 19701, 193, 6149, 1260, 0, 757, 2523, 516, 1743
200, 10395, 10200, 12094, 19900, 194, 5788, 1282, 0, 780, 2586, 496, 1364
201, 10537, 10341, 10271, 20100, 195, 5796, 1292, 0, 790, 2774, 493, 1471
202, 10646, 10449, 10447, 20301, 195, 6034, 1299, 0, 800, 2479, 516, 1291
203, 10678, 10480, 10060, 20503, 196, 5778, 1300, 0, 769, 2558, 521, 1398
204, 10790, 10591, 11034, 20706, 201, 7134, 1314, 0, 913, 2712, 515, 1654
205, 10952, 10752, 10451, 20910, 200, 6020, 1312, 0, 782, 2641, 517, 1457
206, 10983, 10782, 10600, 21115, 200, 6026, 1328, 0, 803, 2756, 522, 1449
207, 11012, 10810, 10621, 21321, 202, 6341, 1332, 0, 785, 2772, 529, 1408
208, 11160, 10957, 10946, 21528, 205, 6254, 1344, 0, 792, 2601, 511, 1644
209, 11343, 11139, 14192, 21736, 205, 6298, 1350, 0, 825, 2770, 535, 1545
210, 11491, 11286, 11218, 21945, 206, 6734, 1364, 0, 901, 2747, 534, 1409
211, 11622, 11416, 11470, 22155, 204, 6274, 1372, 0, 835, 2819, 544, 1473
212, 11806, 11599, 11981, 22366, 207, 6469, 1372, 0, 881, 2769, 539, 1562
213, 11968, 11760, 13769, 22578, 206, 6410, 1383, 0, 881, 2922, 534, 1520
214, 12040, 11831, 12060, 22791, 209, 6833, 1380, 0, 847, 2741, 559, 1687
215, 12067, 11857, 12088, 23005, 209, 6601, 1399, 0, 840, 2813, 544, 1480
216, 12070, 11859, 12305, 23220, 211, 6657, 1408, 0, 852, 2805, 552, 1812
217, 12083, 11871, 14556, 23436, 213, 6856, 1418, 0, 857, 2810, 550, 1666
218, 12118, 11905, 11828, 23653, 213, 6711, 1416, 0, 858, 2796, 559, 1472
219, 12152, 11938, 11530, 23871, 214, 6726, 1429, 0, 838, 2939, 559, 1652
220, 12197, 11982, 12112, 24090, 216, 7474, 1428, 0, 987, 2808, 562, 1479
221, 12396, 12180, 14205, 24310, 214, 6978, 1428, 0, 875, 3017, 574, 1579
222, 12468, 12251, 11964, 24531, 215, 7368, 1443, 0, 876, 2929, 571, 1768
223, 12591, 12373, 12264, 24753, 213, 7096, 1456, 0, 882, 2978, 575, 1687
224, 12633, 12414, 12857, 24976, 214, 7226, 1476, 0, 894, 2975, 586, 1938
225, 12673, 12453, 14190, 25200, 215, 7271, 1482, 0, 1230, 2986, 586, 1568
226, 12779, 12558, 12639, 25425, 216, 7323, 1492, 0, 983, 3026, 586, 1558
227, 12926, 12704, 12810, 25651, 220, 7247, 1497, 0, 880, 3039, 580, 1738
228, 12972, 12749, 12965, 25878, 221, 9042, 1504, 0, 1047, 3065, 583, 2012
229, 13096, 12872, 12808, 26106, 222, 7504, 1502, 0, 909, 3136, 590, 1632
230, 13127, 12902, 12947, 26335, 224, 7501, 1529, 0, 893, 3020, 588, 1541
231, 13205, 12979, 12910, 26565, 223, 7267, 1537, 0, 1242, 3014, 590, 1540
232, 13341, 13114, 14332, 26796, 226, 8752, 1538, 0, 925, 3110, 591, 1741
233, 13456, 13228, 13720, 27028, 228, 7762, 1546, 0, 1128, 3074, 604, 1609
234, 13580, 13351, 13154, 27261, 227, 7926, 1552, 0, 913, 2966, 598, 1679
235, 13739, 13509, 13458, 27495, 231, 7874, 1559, 0, 912, 3038, 614, 1558
236, 13928, 13697, 16289, 27730, 231, 8032, 1571, 0, 1447, 3105, 595, 1731
237, 14014, 13782, 13779, 27966, 230, 8220, 1571, 0, 941, 2999, 623, 1691
238, 14030, 13797, 13586, 28203, 231, 8082, 1589, 0, 1000, 3165, 616, 1664
239, 14197, 13963, 14661, 28441, 235, 9533, 1602, 0, 986, 3275, 613, 1717
240, 14198, 13963, 13832, 28680, 235, 8203, 1601, 0, 960, 3181, 625, 1795
241, 14363, 14127, 14073, 28920, 237, 8084, 1610, 0, 943, 3176, 618, 1622
242, 14379, 14142, 14205, 29161, 238, 8317, 1615, 0, 945, 3181, 636, 1705
243, 14610, 14372, 17828, 29403, 238, 8644, 1627, 0, 987, 3402, 615, 1748
244, 14710, 14471, 14718, 29646, 239, 8432, 1630, 0, 1022, 3174, 630, 1673
245, 14947, 14707, 14578, 29890, 241, 8338, 1636, 0, 1152, 3419, 641, 1743
246, 15105, 14864, 16656, 30135, 238, 8545, 1651, 0, 1086, 3212, 639, 1919
247, 15307, 15065, 14420, 30381, 243, 9174, 1658, 0, 1037, 3338, 633, 1842
248, 15412, 15169, 15193, 30628, 243, 9176, 1660, 0, 1001, 3365, 636, 1762
249, 15477, 15233, 15743, 30876, 245, 10738, 1667, 0, 1005, 3351, 650, 1752
250, 15490, 15245, 15546, 31125, 247, 9016, 1681, 0, 1006, 3358, 650, 1760
251, 15503, 15257, 15381, 31375, 245, 9037, 1683, 0, 1025, 3380, 653, 1760
252, 15621, 15374, 15448, 31626, 248, 9934, 1703, 0, 1206, 3349, 650, 2411
253, 15769, 15521, 15721, 31878, 247, 9193, 1703, 0, 1018, 3270, 652, 2159
254, 15802, 15553, 15777, 32131, 249, 9139, 1712, 0, 1024, 3684, 657, 1882
255, 15933, 15683, 15492, 32385, 251, 9714, 1715, 0, 1163, 3643, 663, 2448
256, 16183, 15932, 16697, 32640, 254, 9199, 1734, 0, 1208, 3562, 666, 1809
257, 16408, 16156, 16339, 32896, 252, 9493, 1743, 0, 1018, 3529, 671, 2102
258, 16665, 16412, 16208, 33153, 248, 9227, 1740, 0, 1138, 3565, 665, 2278
259, 16796, 16542, 19075, 33411, 252, 9436, 1754, 0, 1046, 3535, 671, 1805
260, 16854, 16599, 17290, 33670, 253, 9573, 1748, 0, 1055, 3521, 666, 1860
261, 17113, 16857, 17003, 33930, 257, 9774, 1759, 0, 1377, 3584, 683, 2379
262, 17342, 17085, 17843, 34191, 257, 9784, 1776, 0, 1854, 3709, 677, 2467
263, 17597, 17339, 17256, 34453, 257, 9698, 1785, 0, 1047, 3679, 682, 2075
264, 17803, 17544, 17345, 34716, 256, 10492, 1796, 0, 1581, 3633, 688, 2434
265, 17876, 17616, 17786, 34980, 256, 10383, 1803, 0, 1090, 3559, 681, 1869
266, 17925, 17664, 18229, 35245, 260, 10954, 1804, 0, 1053, 3579, 699, 1841
267, 18047, 17785, 17685, 35511, 257, 12527, 1823, 0, 1279, 3501, 679, 1848
268, 18259, 17996, 18787, 35778, 264, 10772, 1816, 0, 1098, 3565, 694, 1959
269, 18350, 18086, 18128, 36046, 264, 10472, 1826, 0, 1070, 3503, 721, 2122
270, 18510, 18245, 19941, 36315, 265, 11108, 1847, 0, 1192, 3719, 706, 1959
271, 18687, 18421, 18483, 36585, 267, 10891, 1848, 0, 1075, 3755, 713, 1929
272, 18949, 18682, 18664, 36856, 264, 10560, 1868, 0, 1086, 3806, 710, 2033
273, 18988, 18720, 22104, 37128, 268, 11353, 1876, 0, 1120, 3640, 711, 1925
274, 19048, 18779, 18873, 37401, 267, 10859, 1879, 0, 1184, 3695, 716, 1989
275, 19146, 18876, 18866, 37675, 266, 11674, 1889, 0, 1971, 3718, 725, 2400
276, 19338, 19067, 19724, 37950, 271, 11192, 1895, 0, 1133, 3673, 727, 1953
277, 19443, 19171, 19151, 38226, 271, 11042, 1907, 0, 1140, 3788, 738, 2319
278, 19464, 19191, 21465, 38503, 273, 11417, 1905, 0, 1136, 3832, 734, 2201
279, 19523, 19249, 19167, 38781, 271, 11507, 1914, 0, 1113, 3863, 740, 1974
280, 19673, 19398, 19513, 39060, 274, 11675, 1919, 0, 1150, 3814, 741, 2028
281, 19787, 19511, 21709, 39340, 275, 11466, 1925, 0, 1244, 3705, 744, 1969
282, 20023, 19746, 19294, 39621, 276, 11363, 1947, 0, 1126, 3898, 730, 2098
283, 20118, 19840, 20348, 39903, 276, 14227, 1948, 0, 1163, 3811, 751, 2026
284, 20314, 20035, 20283, 40186, 277, 11659, 1956, 0, 1359, 4016, 744, 2035
285, 20320, 20040, 20326, 40470, 278, 11878, 1965, 0, 1139, 3869, 770, 2066
286, 20573, 20292, 23108, 40755, 278, 11842, 1975, 0, 1174, 4050, 744, 2284
287, 20582, 20300, 20023, 41041, 284, 11964, 1989, 0, 1152, 3939, 775, 2028
288, 20603, 20320, 20804, 41328, 282, 14769, 1992, 0, 1219, 4092, 747, 2116
289, 20724, 20440, 20813, 41616, 284, 12350, 2001, 0, 1250, 3770, 760, 2000
290, 20929, 20644, 20805, 41905, 282, 12115, 2013, 0, 1211, 3923, 769, 2097
291, 21152, 20866, 23585, 42195, 286, 12323, 2019, 0, 1205, 3892, 780, 2159
292, 21410, 21123, 20987, 42486, 287, 12928, 2032, 0, 1176, 4199, 777, 2133
293, 21682, 21394, 21194, 42778, 286, 15123, 2036, 0, 1311, 4230, 765, 2403
294, 21843, 21554, 21339, 43071, 290, 12575, 2045, 0, 1186, 4032, 779, 2132
295, 21889, 21599, 21457, 43365, 291, 12848, 2067, 0, 1226, 4084, 783, 2524
296, 22050, 21759, 22722, 43660, 287, 13239, 2050, 0, 1213, 4256, 794, 2443
297, 22113, 21821, 22053, 43956, 287, 13052, 2061, 0, 1229, 4357, 787, 2261
298, 22281, 21988, 24865, 44253, 294, 12875, 2070, 0, 1241, 4161, 789, 2306
299, 22519, 22225, 21841, 44551, 291, 13226, 2082, 0, 1207, 4361, 782, 2245
300, 22660, 22365, 27214, 44850, 299, 17427, 2096, 0, 1248, 4126, 797, 2181
301, 22837, 22541, 23313, 45150, 297, 13779, 2099, 0, 1246, 4028, 815, 2269
302, 23000, 22703, 21764, 45451, 297, 17448, 2105, 0, 1740, 4149, 804, 2220
303, 23234, 22936, 26021, 45753, 298, 13899, 2111, 0, 1267, 4148, 814, 2411
304, 23500, 23201, 25687, 46056, 295, 15056, 2118, 0, 1795, 4205, 812, 2584
305, 23716, 23416, 23697, 46360, 300, 16476, 2124, 0, 1475, 4108, 834, 2416
306, 23835, 23534, 50268, 46665, 302, 15113, 2146, 0, 1404, 4160, 823, 2346
307, 23868, 23566, 25070, 46971, 304, 15747, 2147, 0, 1886, 4200, 839, 2453
308, 23956, 23653, 28443, 47278, 299, 14012, 2166, 0, 1496, 4367, 827, 2840
309, 24159, 23855, 25531, 47586, 303, 14131, 2171, 0, 1292, 4413, 829, 2367
310, 24283, 23978, 26256, 47895, 308, 15957, 2167, 0, 1356, 4308, 853, 2492
311, 24463, 24157, 26898, 48205, 305, 14462, 2182, 0, 1340, 4433, 843, 2528
312, 24640, 24333, 26480, 48516, 307, 15767, 2195, 0, 1400, 4253, 834, 2285
313, 24713, 24405, 27036, 48828, 311, 14337, 2207, 0, 1456, 4405, 841, 2322
314, 24913, 24604, 25497, 49141, 310, 16815, 2211, 0, 1309, 4368, 832, 2715
315, 25215, 24905, 25853, 49455, 307, 14621, 2222, 0, 1330, 4491, 866, 2463
316, 25412, 25101, 25107, 49770, 309, 17008, 2231, 0, 1318, 4176, 852, 2276
